,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses
1050,SWBD-56,see,modal negation,"B: so there's only been really one working. A: Uh-huh, same here. Uh-huh. B: And, uh, it works for me",but I can't see that it would work for probably the majority of people.,it would work for probably the majority of people,AB,present,I,first,singular,negation,SWBD,yes,NA,NA,-1.375,1.505940617,"-2, -2, -2, -2, -1, -1, 2, -3"
1051,SWBD-57,say,modal negation,"A: they can be selective, right. B: And they, that's right, they have the ability to be selective.","But you can't say then, well, public schools are not as good.",public schools are not as good,AB,present,you,second,unknown,negation,SWBD,no,NA,NA,-1.125,1.246423455,"0, -1, -2, -1, -2, -3, 1, -1"
1052,SWBD-58,believe,modal negation,"B: it would get snatched right off your arm. A: that's true. But I was thinking boy, in Dallas, if somebody asked me if there were places you wouldn't go by yourself at night, I'd have to set them down for about five or ten minutes to list all the places out. B: Oh sure. A:","I mean, I couldn't believe that she couldn't think of any place.",she couldn't think of any place,AB,past,I,first,singular,negation,SWBD,no,NA,NA,1.625,2.326094213,"3, 3, -1, 3, 3, -3, 3, 2"
1053,SWBD-59,say,modal negation,"A: And that didn't help at all? B: No, I don't, the crime is not any better or any worse, I mean it's, A: Huh. B:","I shouldn't say I don't know if it was any worse,",she doesn't know if it was worse,DE,future,I,first,singular,negation,SWBD,no,NA,NA,0.090909091,1.221027883,"0, 0, 1, 3, 0, 0, -1, 0, -2, 0, 0"
1054,SWBD-6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were going to have to use it, like that, that may be good.",someone was going to have to use it like that,,past,you,second,unknown,conditional,SWBD,no,NA,NA,0.777777778,0.833333333,"0, 0, 2, 1, 2, 1, 0, 1, 0"
1055,SWBD-60,say,modal negation,"B: Well, that's kind of the way I feel about rock and roll sometimes, too, I guess. They don't really, has kind of the same sound over and over, and the other thing I don't like about it is they have a tendency to play the instrumental so loud that you can't understand what the lyrics are A: Um. Right. B: you can't understand what they're saying on some of those songs which probably is just as well on some of them, too. A: Yeah.","And I can't say that I like a lot of the very modern, uh, rock and roll,",she likes a lot of the very modern rock and roll,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-1.4,1.712697677,"-1, 1, 2, -2, -3, -3, -2, -3, -2, -1"
1056,SWBD-61,say,modal negation,"A: so I watch the fish, you know. Whatever I can do to keep myself occupied. I like to have the TV on, because that usually keeps me, um, more occupied. It kind of takes the time away and I don't realize, that's really the only time I ever watch TV, is when I'm on the bike. and then usually after I'm done riding the bike, just to cool myself down, I usually take a walk, you know, and that just kind of uh, gets me, you know, to where I'm not quite as tired I guess. But it's definitely a task. B: You think so? A:",I can't say that I really enjoy it.,she really enjoys it,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2.5,0.527046277,"-2, -3, -2, -3, -2, -3, -2, -3, -2, -3"
1057,SWBD-62,believe,modal negation,"A: Yeah. Wouldn't that be awful if you were using, and oh, lose your job and everything. B: Which I thought was interesting.  Oh, man, yeah.  Ooh, yeah. A:",I can't believe I was so brazen before.,she was so brazen before,AB,present,I,first,singular,negation,SWBD,no,NA,NA,0.75,2.187627547,"2, -1, -2, -1, 3, -1, 3, 3"
1058,SWBD-64,believe,modal negation,"B: That's right, and then they, uh, poof it off, you know, do like Tarpley. A: Yeah. B: But, uh, I","what gets me is I can't believe that uh, or, our state legislature can't come up with, uh, some kind of workable means to have funds for the school.",the state legislature can't come up with some kind of workable means to have funds for the school,AB,present,I,first,singular,negation,SWBD,no,NA,NA,1,2.19089023,"1, 3, 2, 3, 3, -1, -2, 0, 2, -3, 3"
1059,SWBD-65,believe,modal negation,"A: Yes, yes it is. Down in the more southern and western areas. And, of course we are, um, about two hours from the northern border, straight south, B: Yeah. A: and, uh, very windy.","It's amazing to me because I have only lived in Dallas for three years, and I can not believe that the wind blows all the time.",the wind blows all the time,AB,present,I,first,singular,negation,SWBD,no,NA,NA,1.7,1.766981104,"3, 2, 2, 2, 2, -3, 3, 3, 1, 2"
1060,SWBD-66,say,modal negation,"B: But, uh, A: Yeah, well, you know, the call for help is what scares me now because it just, I don't know, people just don't, I don't know,","I can't say they don't care, because people just have to care about another person.",they don't care,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-0.625,0.916125381,"0, -2, 0, 0, 0, -2, 0, -1"
1061,SWBD-67,say,modal negation,"B: Yeah. I understood that. you know, I work full time and I have two kids so my spare time usually involves something with the kids. A: Yeah. B: You know, hobbies,",I can't really say that we have hobbies.,they have hobbies,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-1.875,0.83452296,"-2, -3, -1, -3, -2, -2, -1, -1"
1062,SWBD-68,believe,modal negation,"A: But, no it would seem like it would be the same way on the California coastline, wouldn't it? B: Oh, gosh, I think I would hate to live in California, the smog there. A: Uh-huh. B:","I mean, I can't believe they have warnings here, which it's mainly just when it gets real, real hot.",they have warnings here,AB,present,I,first,singular,negation,SWBD,no,NA,NA,2.333333333,1.435481125,"2, 2, 3, 3, -2, 3, 3, 2, 3, 3, 3, 3"
1063,SWBD-69,believe,modal negation,"B: No, it was, I didn't like the way it ended. A: I know, well the only reason I know why it ended is on Arsenio Hall one night, Christopher Reeves told, that, you know, B: Uh-huh. A:",I can't believe they killed them.,they killed them,AB,present,I,first,singular,negation,SWBD,no,NA,NA,2.2,1.475729575,"3, 2, 3, 3, 3, -1, 3, 3, 3, 0"
1064,SWBD-7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake",the home owner might be armed,,present,you,second,unknown,conditional,SWBD,no,NA,NA,0.5,0.527046277,"0, 1, 0, 0, 1, 1, 1, 1, 0, 0"
1065,SWBD-70,believe,modal negation,"B: Yeah. Those are pretty. A: Number one turned out just great,",and the lady said she couldn't believe that they know that I had done it in the color that they had decorated the nursery,they know that she had done it in the colors that they had decorated the nursery,AB,past,she,third,singular,negation,SWBD,no,NA,NA,1.909090909,1.300349603,"3, 3, 1, 3, 3, -1, 2, 1, 2, 3, 1"
1066,SWBD-71,say,modal negation,"B: Uh-huh, exactly, not what color you are, how old you are, what you're male or female. That would be wonderful, I guess it's kind of an ideal world though, huh. A: Yeah, I kind of think, maybe in time, that, you know, you'll go by social security numbers, you know, B: Yeah. A:","and that way they can't say well they picked a male over a female, female over a male, you know,",they picked a male over a female or female over a male,AB,future,they,third,plural,negation,SWBD,no,NA,NA,-0.75,1.055289706,"0, -1, 0, 0, 0, 0, -2, -1, 0, -2, -3, 0"
1067,SWBD-72,believe,modal negation,"B: So it's A: Yeah. B: definitely but, uh, I don't know.",I couldn't believe they suggested that judges should be doing the sentencing.,they suggested that judges should be doing the sentencing,DE,past,I,first,singular,negation,SWBD,no,NA,NA,1.2,2.250925735,"3, 2, 2, -2, 3, 2, -2, -2, 3, 3"
1068,SWBD-73,imagine,modal negation,"A: So you know, and I think it would be very difficult to uh, find a panel that would not have seen it and known of what was going on. B: Oh, I agree with you","but I can't imagine that they would do an all white jury without having some sort of discrimination or, you know, uh, appeal on not having a jury of his peers and all of that kind of stuff.",they would do an all white jury without having some sort of discrimination appeal on not having a jury of his peers,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-0.1,1.523883927,"-1, 2, -2, 1, -1, -1, 2, 1, -2, 0"
1069,SWBD-74,know,negation,"B: But I know some people can get, you know, carried away with them and let them get out of hand. A: Uh-huh.  It's really easy, just to forget, you know, that you charged that or charged that. I try to keep all my receipts and keep them in someplace where I know that the bill's going to come, but sometimes I forget and so, you know, a bill will come in","and I'll think, oh, no I didn't know it was going to be that high.",a bill was that high,,future,I,first,singular,negation,SWBD,yes,NA,NA,-0.454545455,2.067057637,"-1, 0, -2, -3, -2, -3, -1, 3, 2, 0, 2"
1070,SWBD-75,think,negation,"A: That is the reason, I don't play over there. B: Yeah. A: I like the course, but I don't play over there because, they don't, uh, you know don't allow you to pull a cart. B: Right. A:","And, I don't think a cart damages the turf.",a cart damages the turf,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,0.640869944,"-3, -2, -2, -3, -2, -2, -1, -2"
1071,SWBD-76,know,negation,"B: Yeah. they own you or, you know, grant you with you their presence, you know. A: Yeah, right.  Yeah. Right. That, yes, we're supposed to appreciate them. Well, uh, when I come home in the evenings, my dog greets me at the door.","I don't know that a cat would do that, uh.",a cat would do that,,present,I,first,singular,negation,SWBD,yes,NA,NA,-0.875,1.356202682,"-1, 0, -2, 0, 0, -3, 1, -2"
1072,SWBD-77,think,negation,"A: Okay. Uh, one of the things they talked about was, uh, what do we think about a judge making the decision? B: Uh-huh. A: And I really don't agree with that. I think that the trial by jury is better, uh, you know, having a unanimous decision rather than to have one person be responsible.","I don't think that they could be objective in every case, every time.",a judge could be objective in every case,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.5,0.534522484,"-2, -3, -3, -2, -2, -3, -3, -2"
1073,SWBD-78,think,negation,"B: I do not know. I wonder where he gets it? You know, you must, I think TV is bad. Because they, uh, show all sorts of violence on, A: That and I do not think a lot of parents, I mean, I do not know how it is in the Air Force base. But, uh, I just do not think a lot of people, because of the economy, both need to work, you know.",I just do not think a lot of parents are that involved any more.,a lot of parents are that involved,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,0.852802865,"-3, -3, -1, -1, -2, -2, -2, -2, -3, -1, -1, -3"
1074,SWBD-79,think,negation,"A: Highland Park's thinking about going that route. B: Uh-huh. A: So it, and then I think that's going to push teachers to dress a lot more professionally than they do. B: Yeah,",I don't think a lot of teachers are very professional,a lot of teachers are very professional,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,1.309307341,"-3, -2, 1, -2, -3, -2, -3, -2"
1075,SWBD-8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,",the person committing the crime was going to be punished severely,,past,person,third,singular,conditional,SWBD,yes,NA,NA,0.625,0.916125381,"0, 1, 1, 0, 1, 2, -1, 1"
